,timedate,close,high,low,open,volume,1w_GAIN,1w_RATIO,1w_TREND,1w_TRENDPoint1,1w_TRENDPoint3,1w_TRENDPoint5,1w_TRENDPoint7,1w_TREND1,1w_TREND1Point3,1w_TREND1Point6,1w_TREND2,1w_TREND2Point5,1w_TREND3,1w_CDLMARUBOZU,1w_CDLRICKSHAWMAN,1w_CDLCLOSINGMARUBOZU,1w_CMO1,1w_CMO2,1w_RSI1,1w_RSI2,1w_STOCH1,1w_STOCH2,1w_STOCH3,1w_STOCH4,1w_CDLHIKKAKE,1w_CDLBREAKAWAY,1w_CDLDOJI,1w_CDLDOJISTAR,1w_CDLSHOOTINGSTAR,1w_WILLR1,1w_WILLR2,1w_TRIX1,1w_TRIX2,1w_STOCHF1,1w_STOCHF2,1w_STOCHF3,1w_STOCHF4,1w_CDLHIKKAKEMOD,1w_CDLRISEFALL3METHODS,1w_CDLDRAGONFLYDOJI,1w_CDLGRAVESTONEDOJI,1w_CDLHANGINGMAN,1w_AROONOSC1,1w_AROONOSC2,1w_PPO1,1w_MFI1,1w_MFI2,1w_CDLTASUKIGAP,1w_CDLXSIDEGAP3METHODS,1w_CDLHAMMER,1w_CDLINVERTEDHAMMER,1w_CDLLONGLINE,1w_CDLLONGLEGGEDDOJI,1w_PPO2,1w_PPO3,1w_PPO4,1w_CDLADVANCEBLOCK,1w_CDL2CROWS,1w_CDLSTALLEDPATTERN,1w_CDLTAKURI,1w_CDLSPINNINGTOP,1w_CDLSHORTLINE,1w_HT_DCPERIOD,1w_HT_DCPHASE,1w_HT_PHASOR1,1w_HT_PHASOR2,1w_CDL3BLACKCROWS,1w_CDLUNIQUE3RIVER,1w_CDL3WHITESOLDIERS,1w_CDLENGULFING,1w_HT_SINE1,1w_HT_SINE2,1w_HT_TRENDMODE,1w_ULTOSC1,1w_ULTOSC2,1w_CDLIDENTICAL3CROWS,1w_CDL3OUTSIDE,1w_CDLMATCHINGLOW,1w_CDLGAPSIDESIDEWHITE,1w_CDLDARKCLOUDCOVER,1w_CCI1,1w_CCI2,1w_STOCHRSI1,1w_STOCHRSI2,1w_STOCHRSI3,1w_STOCHRSI4,1w_ADX1,1w_ADX2,1w_DX1,1w_DX2,1w_CDL3INSIDE,1w_CDLBELTHOLD,1w_CDLHARAMICROSS,1w_CDLEVENINGDOJISTAR,1w_CDLMORNINGDOJISTAR,1w_CDLSEPARATINGLINES,1w_CDLTHRUSTING,1w_CDLHARAMI,1w_CDLHOMINGPIGEON,1w_CDLPIERCING,1w_CDLEVENINGSTAR,1w_CDLHIGHWAVE
0,2017-10-09 00:00:00+00:00,5848.0,5922.0,1.0,1.0,68.49812552,0.0239,,1,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2017-10-16 00:00:00+00:00,5987.54,6174.99,5159.0,5848.0,144.338702,-0.0146,,0,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2017-10-23 00:00:00+00:00,5900.0,6020.0,5330.7,5987.54,398.35202594,0.2633,,1,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2017-10-30 00:00:00+00:00,7453.39,7500.0,5898.0,5900.0,2395.06909612,-0.1715,,0,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2017-11-06 00:00:00+00:00,6175.31,7799.0,5100.0,7453.39,11739.8226796,0.2544,,1,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2017-11-13 00:00:00+00:00,7745.1,8020.25,5590.46,6174.59,17643.28150786,0.1694,,1,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1.0,,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2017-11-20 00:00:00+00:00,9057.15,9078.99,7727.95,7745.1,21257.00771454,0.2948,,1,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.8974,0.9945,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2017-11-27 00:00:00+00:00,11727.48,11770.4401,8900.0,9057.16,124781.25629582,0.3099,,1,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.9646,0.9936,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2017-12-04 00:00:00+00:00,15361.51,17387.78,10522.0,11727.5402,83006.86720306,0.2499,,1,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,,,,,0.9343,0.9411,,,0.0,0.0,0.0,0.0,0.0,,,,,0.9411,0.8351,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2017-12-11 00:00:00+00:00,19200.0699,19821.98,14386.0001,15361.5101,69815.4178284,-0.3453,,0,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,,,,,0.9447,0.9283,,,0.0,0.0,0.0,0.0,0.0,,,,,0.9283,0.9563,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2017-12-18 00:00:00+00:00,12570.2701,19414.86,11088.04,19200.0699,140968.6388751,0.0522,,1,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,,,,,0.8667,0.7306,,,0.0,0.0,0.0,0.0,0.0,,,,,0.7306,0.4004,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2017-12-25 00:00:00+00:00,13234.7098,16500.0,11843.8542,12578.6502,139406.66163378,0.2456,,1,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,,,,,0.7478,0.5845,,,0.0,0.0,0.0,0.0,0.0,,,,,0.5845,0.3969,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12,2018-01-01 00:00:00+00:00,16484.5069,17137.4802,12752.9802,13234.7098,185002.13953856,-0.2329,,0,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,,,,,0.5982,0.4795,,,-0.5,0.0,0.0,0.0,0.0,,,,,0.4795,0.6411,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2018-01-08 00:00:00+00:00,12645.3397,16498.89,12559.5532,16484.5069,275663.46527438,-0.0917,,0,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,-1.0,0.0,-1.0,,,,,0.4898,0.4054,,,0.0,0.0,0.0,0.0,0.0,-0.3621,,,,0.4054,0.1783,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,-1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0,,,0.0,0.0,0.0,0.0,0.0,0.0588,,,,,,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2018-01-15 00:00:00+00:00,11485.8445,14198.3399,9150.0,12645.3397,413358.29040992,0.0235,,1,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.1783,,0.5891,,0.4113,0.349,,,-1.0,0.0,0.0,0.0,0.0,-0.5662,,,,0.349,0.2276,,,0.0,0.0,0.0,0.0,0.0,0.6429,,,0.3551,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,-1.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0,,,0.0,0.0,0.0,0.0,0.0,0.013,,,,,,,,0.2877,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2018-01-22 00:00:00+00:00,11753.0001,13891.0,9970.0,11483.3251,368089.02176968,-0.2481,,0,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,1.0,0.0,0.1857,,0.5928,,0.3328,0.2439,,,0.0,0.0,1.0,0.0,0.0,-0.5481,,,,0.2439,0.3259,,,0.0,0.0,0.0,0.0,0.0,0.3571,,,0.4725,,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0,,,0.0,0.0,0.0,0.0,0.0,0.0108,,,,,,,,0.2877,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16,2018-01-29 00:00:00+00:00,8837.6286,11944.0001,8050.0,11753.0001,520067.38917514,-0.0466,,0,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0721,,0.536,,0.2688,0.2134,,,0.5,0.0,0.0,0.0,0.0,-0.7461,,,,0.2134,0.0867,,,0.0,0.0,0.0,0.0,0.0,0.3571,,,0.3911,,0.0,0.0,0.0,0.0,-1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0,,,0.0,0.0,0.0,0.0,0.0,-0.0463,,,,,,,,0.163,,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2018-02-05 00:00:00+00:00,8426.0,9036.7861,6032.3096,8837.6286,627060.9148769,0.2574,,1,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0567,,0.5283,,0.2237,0.2138,,,0.0,0.0,1.0,0.0,0.0,-0.7741,,,,0.2138,0.2287,,,0.0,0.0,1.0,0.0,0.0,0.3571,,,0.3341,,0.0,0.0,1.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0,,,0.0,0.0,0.0,0.0,0.0,-0.0906,,,,,,,,0.0481,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2018-02-12 00:00:00+00:00,10594.7503,11249.0,8024.0,8426.0,358549.53265564,-0.1128,,0,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.1278,,0.5639,,0.2395,0.2914,,,0.0,0.0,0.0,0.0,0.0,-0.6484,,,,0.2914,0.5587,,,0.0,0.0,0.0,0.0,0.0,0.3571,,,0.3984,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,,,0,,,0.0,0.0,0.0,0.0,0.0,-0.0512,,,,,,,,0.1475,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2018-02-19 00:00:00+00:00,9399.9898,11774.0,9285.0001,10594.7503,344933.94116646,0.188,,1,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0795,,0.5398,,0.3035,0.4053,,,0.0,0.0,0.0,0.0,0.0,-0.7558,,,,0.4053,0.4285,,,0.0,0.0,0.0,0.0,0.0,0.2857,,,0.4482,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0,,,0.0,0.0,0.0,0.0,0.0,-0.0557,,,,,,,,0.1697,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2018-02-26 00:00:00+00:00,11142.14,11520.0,9291.99,9378.5824,351180.25252198,-0.186,,0,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.1375,,0.5687,,0.438,0.6172,,,0.0,0.0,0.0,0.0,0.0,-0.6294,,,,0.6172,0.8644,,,0.0,0.0,0.0,0.0,0.0,-0.5714,,,0.4925,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,,,0,,,0.0,0.0,0.0,0.0,0.0,-0.0484,,,,,,,,0.1697,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2018-03-05 00:00:00+00:00,9062.7298,11684.6727,8350.0,11133.3811,377245.19826542,-0.1865,,0,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0523,,0.5262,,0.5431,0.6069,,,0.0,0.0,0.0,0.0,0.0,-0.7802,,,,0.6069,0.5278,,,0.0,0.0,0.0,0.0,0.0,-0.5714,,,0.4392,,0.0,0.0,0.0,0.0,-1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0,,,0.0,0.0,0.0,0.0,0.0,-0.0718,,0.2677,0.0,,,,,0.1096,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2018-03-12 00:00:00+00:00,7380.8442,9890.0,7319.0,9072.8786,283541.23449942,0.1472,,1,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.0121,,0.4939,,0.5643,0.4687,,,0.0,0.0,0.0,0.0,0.0,-0.9022,,,,0.4687,0.0139,0.3156,0.0978,0.0,0.0,0.0,0.0,0.0,-0.5714,,,0.4037,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,-1.0,,,,,0.0,0.0,0.0,0.0,,,0,,,0.0,0.0,0.0,0.0,0.0,-0.1011,,0.2087,0.0,,,,,0.0463,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2018-03-19 00:00:00+00:00,8478.0664,9178.9999,7325.8001,7390.0922,260766.84532694,-0.2384,,0,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0296,,0.5148,,0.4476,0.2673,,,0.0,0.0,0.0,0.0,0.0,-0.8172,,,,0.2673,0.2602,0.2709,0.1774,0.0,0.0,0.0,0.0,0.0,-0.5714,,,0.4151,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,,,0,,,0.0,0.0,0.0,0.0,0.0,-0.0899,,0.093,0.279,,,,,0.0463,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2018-03-26 00:00:00+00:00,6449.8078,8664.0179,6439.7597,8468.4281,303527.57016764,0.0916,,1,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,-1.0,0.0,-1.0,-0.0485,,0.4758,,0.276,0.092,,,0.5,0.0,0.0,0.0,0.0,-0.9624,,,,0.092,0.0019,0.2242,0.0312,0.0,0.0,0.0,0.0,0.0,-0.5,,,0.4138,,0.0,0.0,0.0,0.0,-1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0,,,0.0,0.0,0.0,0.0,0.0,-0.1154,,0.093,0.0,,,,,0.01,,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2018-04-02 00:00:00+00:00,7041.0,7504.509,6432.8911,6450.2031,265409.4575286,0.176,,1,UP,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.0241,,0.488,,0.1617,0.126,,,0.0,0.0,0.0,0.0,0.0,-0.9092,,,,0.126,0.1158,0.206,0.0908,0.0,0.0,0.0,0.0,0.0,-0.3571,,,0.4144,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,,,0,,,0.0,0.0,0.0,0.0,0.0,-0.1114,,0.1367,0.1311,,,,,0.0104,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26,2018-04-09 00:00:00+00:00,8275.98,8400.0,6620.0,7037.1983,270517.2536527,0.0809,,1,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0268,,0.5134,,0.145,0.2169,,,0.0,0.0,0.0,0.0,0.0,-0.7856,,,,0.2169,0.5331,0.2034,0.202,0.0,0.0,0.0,0.0,0.0,-0.3571,,,0.4052,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,,,0,,,0.0,0.0,0.0,0.0,0.0,-0.0757,,0.2928,0.7471,,,,,0.0495,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2018-04-16 00:00:00+00:00,8939.0,9034.9899,7826.0,8270.0,216696.0661333,0.0414,,1,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.054,,0.527,,0.2878,0.5205,,,0.0,0.0,0.0,0.0,0.0,-0.6441,,,,0.5205,0.9126,0.1928,0.2777,0.0,0.0,0.0,0.0,0.0,-0.2857,,-0.08,0.463,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,,,0,,,0.0,0.0,0.0,0.0,0.0,-0.0288,,0.6261,1.0,,,0.1169,,0.0907,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2018-04-23 00:00:00+00:00,9299.7349,9758.3399,8652.9301,8930.0,314649.85521252,0.0206,,1,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0693,,0.5346,,0.5022,0.7693,,,0.0,0.0,0.0,0.0,0.0,-0.5842,,,,0.7693,0.8621,0.2075,0.4001,0.0,0.0,0.0,0.0,0.0,-0.2143,,-0.1069,0.5486,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0,0.4587,,0.0,0.0,0.0,0.0,0.0,0.0133,,0.9157,1.0,,,0.1183,,0.1366,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2018-04-30 00:00:00+00:00,9510.0,9997.0,8827.4729,9318.0,243891.39886342,-0.0955,,0,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,1.0,0.0,0.0786,,0.5393,,0.723,0.8794,,,0.0,0.0,1.0,0.0,0.0,-0.4117,,,,0.8794,0.8634,0.2155,0.4425,0.0,0.0,0.0,0.0,0.0,-0.1429,,-0.1338,0.5265,,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0,0.5279,,0.0,0.0,0.0,0.0,0.0,0.0413,,1.0,1.0,,,0.1207,,0.1518,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,2018-05-07 00:00:00+00:00,8602.0,9690.0,8123.9001,9510.0,261108.42825676,-0.0262,,0,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0306,,0.5153,,0.8065,0.7708,0.2306,0.2394,0.0,0.0,0.0,0.0,0.0,-0.5525,,,,0.7708,0.5869,0.2394,0.4347,0.0,0.0,0.0,0.0,0.0,-0.0714,,-0.1436,0.5626,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0,0.5057,,0.0,0.0,0.0,0.0,0.0,0.0022,,0.8442,0.5327,,,0.1185,,0.0908,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2018-05-14 00:00:00+00:00,8391.038,8877.136,7918.0906,8617.0549,212776.63149498,-0.1245,,0,DOWN,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0193,,0.5096,,0.7401,0.5702,0.226,0.2741,0.0,0.0,0.0,0.0,0.0,-0.6334,,,,0.5702,0.2603,0.2741,0.4108,0.0,0.0,0.0,0.0,0.0,0.1429,,-0.1467,0.611,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,-1.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0,0.5663,,0.0,0.0,0.0,0.0,0.0,-0.0313,,0.5109,0.0,,,0.1153,,0.0729,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
